id,host_id,property_type,room_type,bathrooms_text,neighbourhood,name,description,accommodates,bathrooms,bedrooms,beds,price
1016708970321736030,544753655,Private room in bed and breakfast,Private room,1 bath,"Genève, Switzerland",Magnifique Chambre Centre GE.,"Beautiful room Geneva center at the top of Plainpalais, close to the Tranches<br /><br /> 30-35 m2 fully furnished with private marble bathroom and use of shared kitchen with another tenant. <br /><br />Very quiet, double windows, double glazing, double front door, working fireplace, central heating, high ceilings, parquet flooring, large cabinets, carved wooden period doors <br /><br />FOR ONE OR TWO PEOPLE, pets allowed Free <br /><br />Rent: CHF 130 daily.",2,1.0,1.0,1.0,110.0
1024355460151242370,19904764,Entire rental unit,Entire home/apt,1 bath,"Genève, Switzerland",Appartement central et calme,"Make life easier at this peaceful, centrally located home. Easy access to all levels because ideally located in a lively area (theater, cinema, opera, museums, restaurants, bars) close to the city center and the old town, cultural sites, the Rhone. Quiet nights guaranteed because rooms overlooking a park. The apartment is in a beautiful building and offers two bedrooms, a living room with TV, a perfectly equipped kitchen, a bathroom, wifi.",5,1.0,2.0,3.0,162.0
1024374619341600190,505577360,Entire rental unit,Entire home/apt,1 bath,"Lancy, Genève, Switzerland",Free Parking cosy apartment 15' to Dt,Quiet and central budget apartment with a large balcony and free parking.,4,1.0,2.0,2.0,111.0
1024642799171413074,22289041,Entire home,Entire home/apt,2 baths,"Genthod, Genève, Switzerland",House to Rent,"Fully furnished, 3 bedrooms+ = 1 double-bed room, with king-size bed, 1 double-bed room, with queen-size bed, and 2 single beds room, with a large cosy space / playroom / bedroom.  Palexpo and UN organizations, 10 minutes away. Lake is down the road, with places to swim. Close to ski slopes, tennis courts, golf courses. Minimum 3 people and 3 days. Request nightly rate, if group has more than 3 people and stay more than 30 days",5,2.0,4.0,5.0,225.0
1025370627438190768,38567986,Private room in rental unit,Private room,1 bath,"Cologny, Genève, Switzerland",Cozy home with mountain views,"Welcome to our exquisite home, a delightful blend of modern amenities and classic charm nestled in Geneva, just 10 minutes from the city center. You'll find the friendly presence of my English Bulldog, a gentle companion adding warmth to our home. As a resident owner, I'm here to ensure your stay is comfortable and enjoyable. Ideal for friends, couples, or business travelers, our property offers a unique opportunity to stay in a luminous, spacious room in a beautifully appointed 4-piece home.",2,1.0,1.0,1.0,144.0
1026128052126786108,179166717,Entire rental unit,Entire home/apt,2 baths,"Collonge-Bellerive, Genève, Switzerland",Appartement,This peaceful home offers a relaxing stay for the whole family.,4,2.0,2.0,2.0,150.0
1028084202555914481,455942790,Private room in rental unit,Private room,Shared half-bath,"Chêne-Bougeries, Genève, Switzerland",Petite chambre de séjour,"Charming room for rent in a spacious and bright apartment. The bedroom is furnished, offering a comfortable and welcoming space. The apartment benefits from fully equipped kitchen, friendly living room and modern bathroom. Great location, close to public transportation and local amenities. Perfect for someone looking for a nice and practical setting. Don't hesitate to contact me for more information or to schedule a visit!",2,0.5,1.0,1.0,75.0
1029644601618458739,94673785,Entire rental unit,Entire home/apt,1 bath,"Genève, Switzerland",Modern studio in the heart of Geneva,Discover the charm of Geneva from the comfort of this modern studio apartment - centrally located near all amenities and the Cornavin train station!,2,1.0,1.0,1.0,137.0
1034761021163768676,354760427,Entire rental unit,Entire home/apt,2 baths,"Genève, Switzerland","Gorgeous designer flat, close to station","Enjoy a stylish experience at this centrally-located place.<br /><br />Beautifully decorated, bright, two bedroom two bathroom apartment. Fully equipped. Entertainment (projector; vinyl player; boardgames). Walking distance to UN and international agencies. Cafes, restaurants and bar near by. Access to public pool. Surrounded by parks. 12 min walk to the main station. Apartment is bathed in light and in an eco-friendly building with regulated temperature - cool in the summer and warm in the winter.",5,2.0,2.0,2.0,360.0
1035537623881478046,85918896,Entire rental unit,Entire home/apt,1 bath,"Genève, Switzerland",Studio Indépendant avec jardin,"Stay at this lovely studio with garden access 🌳🌼<br />A perfect place to discover Geneva and its surroundings, 5 minutes from the tram and bus, close to the train station, the airport and the city center.",2,1.0,1.0,1.0,90.0
1039619547987704552,469225387,Entire rental unit,Entire home/apt,1.5 baths,"Chêne-Bourg, Genève, Switzerland",Rare appartement contemporain en attique à Genève,"In elevation, created two years ago, this contemporary apartment in a 19th century building will offer you the character, the warmth of the exposed beams, the large windows and a breathtaking view of the alps. Decorated by a family of artists, every room is special and combines aesthetics with functionality.<br />Its beautiful brightness, cozy comfort will give you the feeling of being outdoors  while enjoying cocooning moments.<br />(There is a cat in the apartment)",4,1.5,4.0,4.0,190.0
1043368874053932967,107655338,Entire rental unit,Entire home/apt,1 bath,"Genève, Switzerland",Studio 2 pièces Cosy & Calme - centrale,"Welcome to my comfortable, bright 2-room studio in Geneva, St Jean district. <br />Cozy, quiet, central, 10 minutes walk from Cornavin station and 20 minutes from the airport by bus. Public transport very close.<br />Ideal for 1 or 2 travelers, bedroom/living room with a King Size bed (1 mattress).<br />Large kitchen, also useful for a work space if needed, powerful wifi.<br />Fully equipped studio, perfect for a short or long stay. Enjoy the fresh air on a spacious and sunny terrace",2,1.0,1.0,1.0,80.0
1043491153729171374,246254421,Private room in rental unit,Private room,1 shared bath,"Genève, Switzerland",Lovely bedroom close to genève lake,"Keep it simple at this peaceful and centrally-located place. Geneva lake is just one minute walking distance. Train station gare Cornavin is 7-8 minutes walk. Bus stop and tram station is very close to the building. Restaurants, super markets, shops are around the place. United nation and WTO is jus 5-7 minuets by bus or tram.",1,1.0,1.0,1.0,49.0
1044791411200135771,94673785,Entire rental unit,Entire home/apt,1 bath,"Genève, Switzerland",Beautiful modern apartment with balcony in Geneva,Stay in this magnificent apartment offering the perfect blend of modernity and urban charm - the ideal place to discover the beautiful city of Geneva.,2,1.0,1.0,1.0,119.0
1050427167348864353,12766121,Entire rental unit,Entire home/apt,1 bath,"Genève, Switzerland",Très Beau Studio au Calme Centre Ville,Beautiful studio in modern building. Located in downtown Geneva close to public transport.,2,1.0,1.0,1.0,95.0
1052578081004583058,552225573,Entire rental unit,Entire home/apt,1 bath,"Genève, Switzerland",spacious beautiful apartment Geneva center parking,"Geneva , Central location <br /><br />The apartment location allows easy access to all main areas in the city.<br /><br />Distance to the lake 1.5 km  <br /><br />Public transportation are 100 meters away and train station 1 km away.<br /><br />The apartment is on sixth floor,  with a balcony and a view<br /><br />The building is new, with private parking , gym & wellness <br /><br />The apartment is very comfortable<br />has a bedroom, living room, kitchen, dining area, bathroom and washing machines",2,1.0,1.0,1.0,170.0
1054315406400269946,551881137,Private room in rental unit,Private room,1 shared bath,"Genève, Switzerland",Chambre à 200m de la gare et du lac.Genève,"Enjoy a central and warm accommodation. Close to Cornavin train station (200 meters) and the lake. All shops, restaurants and public transport downstairs from the building. A good way to enjoy Geneva on foot. Possibility of long rental for 1500chf per month.",1,1.0,1.0,1.0,78.0
1056337168268729765,8352468,Entire rental unit,Entire home/apt,1.5 baths,"Genève, Switzerland",Cozy flat with home cinema,"Welcome! We are happy to host you while we are off travelling. Our flat is super cozy - it even has an home cinema! It includes a master bedroom, a child bedroom with a cot, and a guest room with sofa bed and a queen size mattress. The kitchen is fully equipped with washing machine and dishwasher. The bathroom has a shower and a bathtub.<br /><br />In case you read the reviews and you are wondering: our lovely cat 🐱 unfortunately no longer lives with us.",4,1.5,3.0,2.0,180.0
1061579880308075422,61977017,Entire home,Entire home/apt,2 baths,"Carouge, Genève, Switzerland",Charmante Maison de ville,"In Geneva, in the heart of the Carouge district in the former space of the theater of the same name, the interior design office and showroom “DIMANCHE” has just finished its guest house. Or rather that of Madame K., a cultured, whimsical and above all fantasized woman who served as a model for this charming town house. There you will find a spacious eat-in kitchen, a living room, two double bedrooms and a single bedroom (convertible into a double) as well as two bathrooms.",6,2.0,3.0,3.0,290.0
1064499539132932270,73208273,Entire rental unit,Entire home/apt,1 bath," Suisse, Geneva, Switzerland","NEW ! Attique au centre-ville, un bijou","Forget your worries at this spacious, bright and serene accommodation located 20 meters from the stop of trams 12 and 17 and only five minutes from the Bank. An attic apartment with stunning and unobstructed views of Mont Blanc. Quiet, soundproofed, new, spacious and comfortable Ideal for working from home. 25 minutes from the UN. 3 minutes from Les Eaux-Vives train station.",1,1.0,1.0,1.0,120.0
1066519509553543332,3528377,Room in aparthotel,Entire home/apt,1 bath,"Genève, Switzerland",City Center Cosy Apartment #61,"Well equipped apartment located just two minutes by foot from the train station, the lake and all main Geneva landmarks",2,1.0,1.0,1.0,105.0
1066745654082349432,3528377,Room in aparthotel,Entire home/apt,1 bath,"Genève, Switzerland",City Center Cosy Apartment #22,"Well equipped apartment located just two minutes by foot from the train station, the lake and all main Geneva landmarks.",4,1.0,1.0,3.0,100.0
1067100055569935977,3528377,Room in aparthotel,Entire home/apt,1 bath,"Genève, Switzerland",City Center Cosy Apartment #12,"Well equipped apartment located just two minutes by foot from the train station, the lake and all main Geneva landmarks.",4,1.0,2.0,2.0,120.0
1067156033268850882,3528377,Room in aparthotel,Entire home/apt,1.5 baths,"Genève, Switzerland",City Center Cosy Apartment #21,"Well equipped apartment located just two minutes by foot from the train station, the lake and all main Geneva landmarks",4,1.5,2.0,2.0,118.0
1067165707459458494,3528377,Room in aparthotel,Entire home/apt,1 bath,"Genève, Switzerland",City Center Cosy Apartment #31,"Well equipped apartment located just two minutes by foot from the train station, the lake and all main Geneva landmarks",4,1.0,1.0,2.0,100.0
